id,title,description,category,price,discountPercentage,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail,_extracted_at,_source,product_id,product_name,rating_rate,rating_count,discount_pct,status,is_active,sk_product,_transformed_at,_pipeline_version
104,Apple iPhone Charger,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.,MOBILE-ACCESSORIES,19.99,18.52,31,"['electronics', 'chargers']",APPLE,MOB-APP-APP-104,1,"{'width': 13.63, 'height': 26.25, 'depth': 5.95}",1 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 1, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Sadie Morales', 'reviewerEmail': 'sadie.morales@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Lily Torres', 'reviewerEmail': 'lily.torres@x.dummyjson.com'}, {'rating': 2, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}]",90 days return policy,14,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '0879776541417', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/2.webp']",https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,104,Apple iPhone Charger,4.15,,18.52,ACTIVE,True,a4df13715e956892,2026-04-19T19:41:26.584937+00:00,1.0
105,Apple MagSafe Battery Pack,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.,MOBILE-ACCESSORIES,99.99,17.17,1,"['electronics', 'power banks']",APPLE,MOB-APP-APP-105,6,"{'width': 15.4, 'height': 11.89, 'depth': 19.67}",2 year warranty,Ships overnight,Low Stock,"[{'rating': 2, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Stella Morris', 'reviewerEmail': 'stella.morris@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Adams', 'reviewerEmail': 'henry.adams@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Cameron Burke', 'reviewerEmail': 'cameron.burke@x.dummyjson.com'}]",No return policy,4,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '5157424897794', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/2.webp']",https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,105,Apple MagSafe Battery Pack,3.62,,17.17,ACTIVE,True,e771c1537c27fd45,2026-04-19T19:41:26.584937+00:00,1.0
106,Apple Watch Series 4 Gold,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.",MOBILE-ACCESSORIES,349.99,12.02,33,"['electronics', 'smartwatches']",APPLE,MOB-APP-APP-106,6,"{'width': 27.69, 'height': 28.03, 'depth': 7.11}",6 months warranty,Ships in 1 month,In Stock,"[{'rating': 3, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Chloe Morales', 'reviewerEmail': 'chloe.morales@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ava Harrison', 'reviewerEmail': 'ava.harrison@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Bailey', 'reviewerEmail': 'nicholas.bailey@x.dummyjson.com'}]",No return policy,3,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '3921248718888', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/2.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/3.webp']",https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,106,Apple Watch Series 4 Gold,2.74,,12.02,ACTIVE,True,57ee18ca4e7aa23f,2026-04-19T19:41:26.584937+00:00,1.0
107,Beats Flex Wireless Earphones,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use.",MOBILE-ACCESSORIES,49.99,5.73,50,"['electronics', 'wireless earphones']",BEATS,MOB-BEA-BEA-107,8,"{'width': 17.86, 'height': 25.74, 'depth': 23.09}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 2, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'William Gonzalez', 'reviewerEmail': 'william.gonzalez@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Gabriel Mitchell', 'reviewerEmail': 'gabriel.mitchell@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Gabriel Adams', 'reviewerEmail': 'gabriel.adams@x.dummyjson.com'}]",7 days return policy,17,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1741271692174', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/1.webp'],https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,107,Beats Flex Wireless Earphones,4.24,,5.73,ACTIVE,True,138c6edb1da1dff4,2026-04-19T19:41:26.584937+00:00,1.0
108,iPhone 12 Silicone Case with MagSafe Plum,The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.,MOBILE-ACCESSORIES,29.99,13.85,69,"['electronics', 'phone accessories']",APPLE,MOB-APP-IPH-108,7,"{'width': 12.49, 'height': 11.29, 'depth': 23.52}",3 months warranty,Ships in 3-5 business days,In Stock,"[{'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Penelope King', 'reviewerEmail': 'penelope.king@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Isabella Anderson', 'reviewerEmail': 'isabella.anderson@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Claire Foster', 'reviewerEmail': 'claire.foster@x.dummyjson.com'}]",90 days return policy,4,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '8156838251449', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/2.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/3.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/4.webp']",https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,108,iPhone 12 Silicone Case with MagSafe Plum,3.62,,13.85,ACTIVE,True,4589d1cbc64ebd77,2026-04-19T19:41:26.584937+00:00,1.0
109,Monopod,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",MOBILE-ACCESSORIES,19.99,8.58,48,"['electronics', 'camera accessories']",TECHGEAR,MOB-TEC-MON-109,10,"{'width': 8.8, 'height': 12.93, 'depth': 21.1}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 1, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Max Parker', 'reviewerEmail': 'max.parker@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Maya Reed', 'reviewerEmail': 'maya.reed@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Mila Hernandez', 'reviewerEmail': 'mila.hernandez@x.dummyjson.com'}]",60 days return policy,30,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2915346477518', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp', 'https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/2.webp']",https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,109,Monopod,4.43,,8.58,ACTIVE,True,b2e26df66489f6cd,2026-04-19T19:41:26.584937+00:00,1.0
110,Selfie Lamp with iPhone,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.,MOBILE-ACCESSORIES,14.99,19.4,58,"['electronics', 'selfie accessories']",GADGETMASTER,MOB-GAD-SEL-110,10,"{'width': 5.26, 'height': 13.84, 'depth': 22.83}",Lifetime warranty,Ships in 2 weeks,In Stock,"[{'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}, {'rating': 3, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Caleb Perkins', 'reviewerEmail': 'caleb.perkins@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Benjamin Wilson', 'reviewerEmail': 'benjamin.wilson@x.dummyjson.com'}]",60 days return policy,22,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '4372781189895', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp'],https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,110,Selfie Lamp with iPhone,3.55,,19.4,ACTIVE,True,c9977d55a92c4334,2026-04-19T19:41:26.584937+00:00,1.0
111,Selfie Stick Monopod,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.,MOBILE-ACCESSORIES,12.99,19.12,11,"['electronics', 'selfie accessories']",SNAPTECH,MOB-SNA-SEL-111,2,"{'width': 24.76, 'height': 26.38, 'depth': 21.39}",3 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Ryan Graham', 'reviewerEmail': 'ryan.graham@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nora Russell', 'reviewerEmail': 'nora.russell@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Luna Perez', 'reviewerEmail': 'luna.perez@x.dummyjson.com'}]",30 days return policy,8,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7063982050226', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp'],https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,111,Selfie Stick Monopod,3.88,,19.12,ACTIVE,True,1c44ddd31039ec93,2026-04-19T19:41:26.584937+00:00,1.0
112,TV Studio Camera Pedestal,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.,MOBILE-ACCESSORIES,499.99,8.31,15,"['electronics', 'camera accessories']",PROVISION,MOB-PRO-STU-112,4,"{'width': 29.84, 'height': 11.01, 'depth': 6.81}",3 months warranty,Ships in 1-2 business days,In Stock,"[{'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Aubrey Gutierrez', 'reviewerEmail': 'aubrey.gutierrez@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Carter Rivera', 'reviewerEmail': 'carter.rivera@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Max Russell', 'reviewerEmail': 'max.russell@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1488782082307', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/1.webp'],https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,112,TV Studio Camera Pedestal,2.78,,8.31,ACTIVE,True,1ce1a6128b625059,2026-04-19T19:41:26.584937+00:00,1.0
113,Generic Motorcycle,"The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.",MOTORCYCLE,3999.99,12.1,34,['motorcycles'],GENERIC MOTORS,MOT-GEN-GEN-113,8,"{'width': 26.23, 'height': 14.04, 'depth': 17.87}",1 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hunter Gordon', 'reviewerEmail': 'hunter.gordon@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Nicholas Bailey', 'reviewerEmail': 'nicholas.bailey@x.dummyjson.com'}, {'rating': 1, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '2304118422941', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/4.webp']",https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,113,Generic Motorcycle,4.91,,12.1,ACTIVE,True,961b1c5ebf9ac4b6,2026-04-19T19:41:26.584937+00:00,1.0
114,Kawasaki Z800,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",MOTORCYCLE,8999.99,9.77,52,"['motorcycles', 'sportbikes']",KAWASAKI,MOT-KAW-KAW-114,9,"{'width': 18.3, 'height': 18.27, 'depth': 16.06}",Lifetime warranty,Ships in 3-5 business days,In Stock,"[{'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Scarlett Bowman', 'reviewerEmail': 'scarlett.bowman@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Gabriel Bailey', 'reviewerEmail': 'gabriel.bailey@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Henry Hill', 'reviewerEmail': 'henry.hill@x.dummyjson.com'}]",90 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '7320871299196', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/4.webp']",https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,114,Kawasaki Z800,3.98,,9.77,ACTIVE,True,bdb74ea7d18babbc,2026-04-19T19:41:26.584937+00:00,1.0
115,MotoGP CI.H1,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,MOTORCYCLE,14999.99,6.92,10,"['motorcycles', 'sportbikes']",MOTOGP,MOT-MOT-MOT-115,1,"{'width': 19.33, 'height': 17.31, 'depth': 12.05}",1 month warranty,Ships in 3-5 business days,In Stock,"[{'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Brandon Collins', 'reviewerEmail': 'brandon.collins@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Miles Stevenson', 'reviewerEmail': 'miles.stevenson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Grayson Coleman', 'reviewerEmail': 'grayson.coleman@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '1635178066049', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/4.webp']",https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,115,MotoGP CI.H1,2.97,,6.92,ACTIVE,True,a16579c57b5660b5,2026-04-19T19:41:26.584937+00:00,1.0
116,Scooter Motorcycle,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,MOTORCYCLE,2999.99,6.27,84,"['motorcycles', 'scooters']",SCOOTMASTER,MOT-SCO-SCO-116,7,"{'width': 27.31, 'height': 19.34, 'depth': 26.72}",5 year warranty,Ships overnight,In Stock,"[{'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luna Perez', 'reviewerEmail': 'luna.perez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Noah Hernandez', 'reviewerEmail': 'noah.hernandez@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6595209798181', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/4.webp']",https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,116,Scooter Motorcycle,2.53,,6.27,ACTIVE,True,633ab70a72a7ae94,2026-04-19T19:41:26.584937+00:00,1.0
117,Sportbike Motorcycle,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",MOTORCYCLE,7499.99,11.58,0,"['motorcycles', 'sportbikes']",SPEEDMASTER,MOT-SPE-SPO-117,10,"{'width': 22.5, 'height': 22.74, 'depth': 8.38}",5 year warranty,Ships in 2 weeks,Out of Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Parker', 'reviewerEmail': 'mason.parker@x.dummyjson.com'}, {'rating': 1, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Daniel Cook', 'reviewerEmail': 'daniel.cook@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Isabella Anderson', 'reviewerEmail': 'isabella.anderson@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8451323904420', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/2.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/3.webp', 'https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/4.webp']",https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,117,Sportbike Motorcycle,3.94,,11.58,ACTIVE,True,d720184766597fe0,2026-04-19T19:41:26.584937+00:00,1.0
118,Attitude Super Leaves Hand Soap,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",SKIN-CARE,8.99,18.49,94,"['personal care', 'hand soap']",ATTITUDE,SKI-ATT-ATT-118,1,"{'width': 14.05, 'height': 8.3, 'depth': 16.62}",6 months warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Liam Garcia', 'reviewerEmail': 'liam.garcia@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Victoria McDonald', 'reviewerEmail': 'victoria.mcdonald@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hannah Robinson', 'reviewerEmail': 'hannah.robinson@x.dummyjson.com'}]",60 days return policy,41,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '3566048905322', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp', 'https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/2.webp', 'https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/3.webp']",https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,118,Attitude Super Leaves Hand Soap,3.19,,18.49,ACTIVE,True,abad242ed555b6d1,2026-04-19T19:41:26.584937+00:00,1.0
119,Olay Ultra Moisture Shea Butter Body Wash,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,SKIN-CARE,12.99,16.39,34,"['personal care', 'body wash']",OLAY,SKI-OLA-OLA-119,4,"{'width': 25.23, 'height': 28.33, 'depth': 11.89}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Abigail Rivera', 'reviewerEmail': 'abigail.rivera@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Hunter Gordon', 'reviewerEmail': 'hunter.gordon@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.053Z', 'reviewerName': 'Zoe Bennett', 'reviewerEmail': 'zoe.bennett@x.dummyjson.com'}]",30 days return policy,33,"{'createdAt': '2025-04-30T09:41:02.053Z', 'updatedAt': '2025-04-30T09:41:02.053Z', 'barcode': '6532659691643', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp', 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/2.webp', 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/3.webp']",https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,119,Olay Ultra Moisture Shea Butter Body Wash,4.51,,16.39,ACTIVE,True,b05994da2ad2f0c6,2026-04-19T19:41:26.584937+00:00,1.0
